Time	S1	S2	I1	I2	Y1	Y2	R1	R2	D1	D2	V1	V2	NewI	NewY
56.153846	11176.695532	87810.386759	4499421.537338	4300179.902872	470993.122277	252023.937429	26916371.008906	18139262.406053	238305.635947	4393144.366887	0.000000	0.000000	59209699.917709	1606102.962927	
57.156593	10043.400042	81368.068097	4163280.618159	3987530.664854	463725.286003	250296.642810	27258003.651792	18398556.117990	241215.044004	4454669.506249	0.000000	0.000000	59217275.531860	1648789.303561	
58.159341	9100.585759	75828.903784	3852188.189969	3697222.593367	455326.420296	247881.799268	27575746.069326	18639774.875341	243906.734650	4511712.828241	0.000000	0.000000	59223757.510457	1688933.347951	
59.162088	8312.509499	71045.659727	3564324.309508	3427758.197639	445948.275252	244851.001534	27871286.190262	18864174.683185	246396.715479	4564591.457914	0.000000	0.000000	59229328.830773	1726645.346271	
60.164835	7648.038973	66889.947554	3297969.659504	3177709.873133	435738.583473	241274.445831	28146211.631762	19072941.321874	248700.086288	4613605.411608	0.000000	0.000000	59234149.013472	1762037.256591	
61.167582	7080.652786	63252.224612	3051505.548669	2945719.901542	424841.060069	237220.929868	28402009.699400	19267190.347029	250831.039076	4659037.596949	0.000000	0.000000	59238354.122602	1795222.744877	
62.170330	6588.440437	60041.793965	2823413.911705	2730500.450797	413395.402655	232757.852844	28640067.387162	19447967.089544	252802.858041	4701153.812851	0.000000	0.000000	59242056.765598	1826317.184996	
63.173077	6154.711363	57186.776727	2612252.559807	2530811.836807	401542.329179	227953.023779	28861690.271824	19616262.416410	254628.127827	4740206.946277	0.000000	0.000000	59245345.511911	1855438.645344	
64.175824	5772.646166	54639.593527	2416643.979931	2345445.427527	389414.882389	222871.664712	29068117.701498	19773025.102567	256318.790016	4776439.211668	0.000000	0.000000	59248274.760307	1882704.369929	
65.178571	5437.843674	52371.221382	2235551.216634	2173471.746701	377071.819356	217552.082148	29260323.292737	19918990.529216	257883.827599	4810035.420553	0.000000	0.000000	59250877.934944	1908213.937088	
66.181319	5145.639660	50354.601241	2068010.099108	2014024.837356	364564.565070	212029.079899	29439216.098182	20054844.723082	259331.597979	4841167.758422	0.000000	0.000000	59253186.759098	1932062.589175	
67.184066	4891.418570	48563.570120	1913090.455895	1866269.456954	351946.214268	206337.155342	29605669.746415	20181248.501752	260670.164853	4870002.315832	0.000000	0.000000	59255232.011310	1954343.092562	
68.186813	4670.613515	46972.861099	1769896.114892	1729401.077390	339271.531428	200510.499421	29760522.441955	20298837.473678	261907.298210	4896699.088413	0.000000	0.000000	59257043.525386	1975145.737630	
69.189560	4478.706279	45558.103325	1637564.903352	1602645.884990	326596.950772	194582.996644	29904576.965262	20408222.038176	263050.474334	4921411.976866	0.000000	0.000000	59258650.190397	1994558.338777	
70.192308	4311.227315	44295.822006	1515268.647881	1485260.780516	313980.576268	188588.225090	30038600.672734	20509987.385425	264106.875803	4944288.786963	0.000000	0.000000	59260079.950679	2012666.234412	
71.195055	4163.755746	43163.438419	1402213.174437	1376533.379165	301482.181624	182559.456399	30163325.496705	20604693.496469	265083.391487	4965471.229548	0.000000	0.000000	59261359.805834	2029552.286961	
72.197802	4031.919365	42139.269904	1297638.308335	1275782.010565	289163.210296	176529.655782	30279447.945453	20692875.143214	265986.616550	4985094.920534	0.000000	0.000000	59262515.810731	2045296.882859	
73.200549	3911.394632	41202.529867	1200817.874244	1182355.718779	277086.775482	170531.482012	30387629.103191	20775041.888433	266822.852451	5003289.380908	0.000000	0.000000	59263573.075501	2059977.932558	
74.203297	3797.934758	40333.423990	1111060.186034	1095634.566642	265317.449562	164597.229690	30488494.327173	20851677.820184	267598.102473	5020177.959494	0.000000	0.000000	59264555.641252	2073670.870149	
75.206044	3692.416209	39530.669180	1027828.769884	1015113.484387	253874.213901	158744.738293	30582555.613199	20923173.820213	268316.986807	5035858.287927	0.000000	0.000000	59265463.914610	2086444.947441	
76.208791	3596.749359	38797.792901	950741.094628	940420.535465	242739.130519	152977.116956	30670208.236714	20989824.154250	268982.788780	5050401.400428	0.000000	0.000000	59266292.457740	2098354.969349	
77.211538	3510.122858	38129.304486	879403.505840	871187.563542	231910.009844	147300.640715	30751845.450311	21051924.150096	269598.911147	5063879.341160	0.000000	0.000000	59267047.572656	2109451.618357	
78.214286	3431.750701	37519.904395	813434.456136	807057.959050	221386.332166	141721.767056	30827846.808989	21109759.478438	270168.652007	5076361.891061	0.000000	0.000000	59267735.344904	2119784.068428	
79.217033	3360.872229	36964.484203	752464.505174	747686.659184	211169.247637	136247.135909	30898578.170156	21163606.152855	270695.204804	5087916.567848	0.000000	0.000000	59268361.643568	2129399.985004	
80.219780	3296.752126	36458.126612	696136.319653	692740.147905	201261.576271	130883.569654	30964391.693628	21213730.529812	271181.658322	5098608.626018	0.000000	0.000000	59268932.121263	2138345.525010	
81.222527	3238.680421	35996.105440	644104.673315	641896.455939	191667.807946	125638.073114	31025625.841627	21260389.308666	271630.996691	5108501.056841	0.000000	0.000000	59269452.214139	2146665.336850	
82.225275	3185.972489	35573.885629	596036.446943	594845.160777	182394.102400	120517.833563	31082605.378786	21303829.531661	272046.099382	5117654.588370	0.000000	0.000000	59269927.141882	2154402.560406	
83.228022	3137.969050	35187.123241	551610.628363	551287.386675	173448.289235	115530.220718	31135641.372142	21344288.583932	272429.741209	5126127.685433	0.000000	0.000000	59270361.907709	2161598.827043	
84.230769	3094.036165	34831.665461	510518.312443	510935.804655	164839.867915	110682.786747	31185031.191144	21381994.193500	272784.592332	5133976.549637	0.000000	0.000000	59270761.298374	2168294.259604	
85.233516	3053.565245	34503.550593	472462.701091	473514.632502	156580.007766	105983.266262	31231058.507646	21417164.431279	273113.218251	5141255.119364	0.000000	0.000000	59271129.884162	2174527.472414	
86.236264	3015.973829	34199.011939	437159.197398	438759.710581	148681.507064	101439.563163	31273993.242717	21450007.659903	273418.078992	5148015.054413	0.000000	0.000000	59271472.014231	2180335.565479	
87.239011	2981.110081	33916.517547	404396.631588	406469.279074	141135.296058	97051.753455	31314053.964808	21480687.897756	273700.997465	5154295.552168	0.000000	0.000000	59271789.372372	2185749.425676	
88.241758	2949.009265	33655.676653	374039.763167	376509.472991	133916.073053	92812.852733	31351400.014532	21509320.498680	273963.139983	5160122.498943	0.000000	0.000000	59272082.314082	2190791.277670	
89.244505	2919.482515	33415.051721	345940.610008	348738.172527	127009.755147	88719.058574	31386192.367626	21536025.142658	274205.784705	5165523.574520	0.000000	0.000000	59272352.465764	2195482.978791	
90.247253	2892.345820	33193.243839	319954.862792	323016.938359	120403.489908	84766.921727	31418587.123415	21560918.154484	274430.178064	5170525.741592	0.000000	0.000000	59272601.410341	2199845.798171	
91.250000	2867.420034	32988.892712	295941.885004	299211.011644	114085.655371	80953.346121	31448735.504820	21584112.503768	274637.534771	5175155.245756	0.000000	0.000000	59272830.687254	2203900.416736	
92.252747	2844.530867	32800.676670	273764.712931	277189.314019	108045.860041	77275.588858	31476783.858351	21605717.804935	274829.037809	5179437.615517	0.000000	0.000000	59273041.792463	2207666.927209	
93.255495	2823.508890	32627.312665	253290.055668	256824.447601	102274.942890	73731.260220	31502873.654111	21625840.317225	275005.838441	5183397.662290	0.000000	0.000000	59273236.178445	2211164.834110	
94.258242	2804.189533	32467.556269	234388.295113	237992.694987	96764.973357	70318.323662	31527141.485794	21644582.944690	275169.056203	5187059.480392	0.000000	0.000000	59273415.254198	2214413.053756	
95.260989	2786.413087	32320.201677	216933.485969	220574.019257	91509.251352	67035.095817	31549719.070686	21662045.236198	275319.778906	5190446.447051	0.000000	0.000000	59273580.385235	2217429.914262	
96.263736	2770.024702	32184.081707	200803.355744	204452.063967	86502.307251	63880.246492	31570733.249665	21678323.385434	275459.062638	5193581.222400	0.000000	0.000000	59273732.893592	2220233.155537	
97.266484	2754.874386	32058.067795	185879.304750	189514.153157	81739.901899	60852.798674	31590305.987202	21693510.230893	275587.931762	5196485.749482	0.000000	0.000000	59273874.057819	2222839.929289	
98.269231	2740.817010	31941.070002	172046.406105	175651.291345	77219.026609	57952.128523	31608554.371358	21707695.255887	275707.378917	5199181.254244	0.000000	0.000000	59274005.112988	2225266.799023	
99.271978	2727.713656	31832.045541	159193.969939	162758.652387	72937.702144	55177.888518	31625590.254122	21720964.263916	275818.360139	5201688.149638	0.000000	0.000000	59274127.240803	2227529.683218	
100.274725	2715.522449	31730.581930	147257.697431	150772.491420	68881.390232	52524.642670	31641491.959443	21733374.477917	275921.430445	5204018.806063	0.000000	0.000000	59274240.895621	2229639.371122	
101.277473	2704.222142	31636.436411	136196.099500	139650.372383	65033.671994	49985.659085	31656317.058449	21744967.079552	276016.947914	5206181.452568	0.000000	0.000000	59274346.341447	2231603.467399	
102.280220	2693.757512	31549.161373	125956.557836	129340.645781	61383.994826	47556.356698	31670128.322905	21755788.701972	276105.366921	5208186.134176	0.000000	0.000000	59274444.081115	2233430.463613	
103.282967	2684.074623	31468.319833	116487.566820	119792.824477	57922.432749	45232.402685	31682986.793579	21765884.783264	276187.132229	5210042.669740	0.000000	0.000000	59274534.605544	2235128.644122	
104.285714	2675.120825	31393.485435	107738.733527	110957.583695	54639.686408	43009.712464	31694951.780244	21775299.566457	276262.678996	5211760.651949	0.000000	0.000000	59274618.393740	2236706.086072	
105.288462	2666.844757	31324.242448	99660.777721	102786.761020	51527.083078	40884.449693	31706080.861678	21784076.099520	276332.432766	5213349.447320	0.000000	0.000000	59274695.912795	2238170.659405	
106.291209	2659.196344	31260.185767	92205.531861	95233.356394	48576.576656	38853.026272	31716429.885662	21792256.235361	276396.809477	5214818.196206	0.000000	0.000000	59274767.617889	2239530.026851	
107.293956	2652.126798	31200.920913	85325.941097	88251.532122	45780.747668	36912.102344	31726052.968981	21799880.631830	276456.215457	5216175.812792	0.000000	0.000000	59274833.952289	2240791.643935	
